FIPS Code,State/Area,year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Area_Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Unemployment_rate
13,Georgia,2020,4,"8,293,629   ","4,961,228   ",59.8,"4,347,117   ",52.4,"614,111   ",12.4
15,Hawaii,2020,4,"1,127,304   ","648,464   ",57.5,"502,109   ",44.5,"146,355   ",22.6
16,Idaho,2020,4,"1,415,456   ","886,924   ",62.7,"783,130   ",55.3,"103,794   ",11.7
17,Illinois,2020,4,"10,143,878   ","6,266,872   ",61.8,"5,137,718   ",50.6,"1,129,154   ",18.0
18,Indiana,2020,4,"5,297,067   ","3,234,173   ",61.1,"2,691,549   ",50.8,"542,624   ",16.8
19,Iowa,2020,4,"2,498,316   ","1,691,996   ",67.7,"1,508,098   ",60.4,"183,898   ",10.9
20,Kansas,2020,4,"2,252,673   ","1,496,966   ",66.5,"1,311,273   ",58.2,"185,693   ",12.4
21,Kentucky,2020,4,"3,529,190   ","2,050,779   ",58.1,"1,707,751   ",48.4,"343,028   ",16.7
22,Louisiana,2020,4,"3,596,710   ","1,995,747   ",55.5,"1,726,753   ",48.0,"268,994   ",13.5
23,Maine,2020,4,"1,125,936   ","654,428   ",58.1,"593,707   ",52.7,"60,721   ",9.3
24,Maryland,2020,4,"4,875,400   ","3,210,541   ",65.9,"2,921,072   ",59.9,"289,469   ",9.0
25,Massachusetts,2020,4,"5,755,476   ","3,476,035   ",60.4,"2,889,467   ",50.2,"586,568   ",16.9
26,Michigan,2020,4,"8,074,942   ","4,568,963   ",56.6,"3,537,612   ",43.8,"1,031,351   ",22.6
27,Minnesota,2020,4,"4,484,943   ","3,035,053   ",67.7,"2,767,200   ",61.7,"267,853   ",8.8
28,Mississippi,2020,4,"2,283,141   ","1,208,977   ",53.0,"1,020,894   ",44.7,"188,083   ",15.6
29,Missouri,2020,4,"4,835,879   ","2,935,721   ",60.7,"2,600,695   ",53.8,"335,026   ",11.4
30,Montana,2020,4,"863,459   ","539,358   ",62.5,"474,993   ",55.0,"64,365   ",11.9
31,Nebraska,2020,4,"1,504,546   ","1,048,044   ",69.7,"963,257   ",64.0,"84,787   ",8.1
32,Nevada,2020,4,"2,451,982   ","1,471,006   ",60.0,"1,020,828   ",41.6,"450,178   ",30.6
33,New Hampshire,2020,4,"1,138,988   ","747,950   ",65.7,"628,133   ",55.1,"119,817   ",16.0
34,New Jersey,2020,4,"7,407,649   ","4,486,453   ",60.6,"3,817,083   ",51.5,"669,370   ",14.9
35,New Mexico,2020,4,"1,661,793   ","902,428   ",54.3,"820,897   ",49.4,"81,531   ",9.0
36,New York,2020,4,"16,292,612   ","9,140,152   ",56.1,"7,711,204   ",47.3,"1,428,948   ",15.6
51000,New York city,2020,4,"7,131,615   ","3,720,286   ",52.2,"3,248,594   ",45.6,"471,692   ",12.7
37,North Carolina,2020,4,"8,208,294   ","4,635,833   ",56.5,"3,979,213   ",48.5,"656,620   ",14.2
38,North Dakota,2020,4,"595,181   ","411,084   ",69.1,"375,275   ",63.1,"35,809   ",8.7
39,Ohio,2020,4,"9,340,171   ","5,557,283   ",59.5,"4,646,478   ",49.7,"910,805   ",16.4
40,Oklahoma,2020,4,"3,032,673   ","1,809,858   ",59.7,"1,583,753   ",52.2,"226,105   ",12.5
41,Oregon,2020,4,"3,435,896   ","2,042,159   ",59.4,"1,761,686   ",51.3,"280,473   ",13.7
42,Pennsylvania,2020,4,"10,462,647   ","6,369,649   ",60.9,"5,339,307   ",51.0,"1,030,342   ",16.2
44,Rhode Island,2020,4,"896,811   ","547,167   ",61.0,"448,613   ",50.0,"98,554   ",18.0
45,South Carolina,2020,4,"4,050,609   ","2,317,899   ",57.2,"2,046,298   ",50.5,"271,601   ",11.7
46,South Dakota,2020,4,"674,338   ","462,800   ",68.6,"422,147   ",62.6,"40,653   ",8.8
47,Tennessee,2020,4,"5,457,696   ","3,203,528   ",58.7,"2,698,710   ",49.4,"504,818   ",15.8
48,Texas,2020,4,"22,103,936   ","13,317,744   ",60.3,"11,617,489   ",52.6,"1,700,255   ",12.8
49,Utah,2020,4,"2,416,336   ","1,629,752   ",67.4,"1,467,247   ",60.7,"162,505   ",10.0
50,Vermont,2020,4,"535,221   ","353,034   ",66.0,"303,528   ",56.7,"49,506   ",14.0
51,Virginia,2020,4,"6,765,089   ","4,323,875   ",63.9,"3,806,812   ",56.3,"517,063   ",12.0
53,Washington,2020,4,"6,111,357   ","4,048,654   ",66.2,"3,377,478   ",55.3,"671,176   ",16.6
54,West Virginia,2020,4,"1,446,507   ","762,225   ",52.7,"642,446   ",44.4,"119,779   ",15.7
55,Wisconsin,2020,4,"4,703,668   ","3,082,790   ",65.5,"2,649,524   ",56.3,"433,266   ",14.1
56,Wyoming,2020,4,"449,843   ","288,459   ",64.1,"273,355   ",60.8,"15,104   ",5.2
1,Alabama,2020,5,"3,962,000   ","2,274,762   ",57.4,"2,038,561   ",51.5,"236,201   ",10.4
2,Alaska,2020,5,"544,738   ","345,853   ",63.5,"304,530   ",55.9,"41,323   ",11.9
4,Arizona,2020,5,"5,641,770   ","3,444,165   ",61.0,"3,060,008   ",54.2,"384,157   ",11.2
5,Arkansas,2020,5,"2,343,850   ","1,349,087   ",57.6,"1,229,469   ",52.5,"119,618   ",8.9
6,California,2020,5,"31,222,718   ","18,569,197   ",59.5,"15,646,706   ",50.1,"2,922,491   ",15.7
37,Los Angeles County,2020,5,"8,064,400   ","4,738,468   ",58.8,"3,845,416   ",47.7,"893,052   ",18.8
8,Colorado,2020,5,"4,584,382   ","3,105,334   ",67.7,"2,744,531   ",59.9,"360,803   ",11.6
9,Connecticut,2020,5,"2,910,435   ","1,911,162   ",65.7,"1,687,056   ",58.0,"224,106   ",11.7
10,Delaware,2020,5,"794,566   ","495,546   ",62.4,"429,058   ",54.0,"66,488   ",13.4
11,District of Columbia,2020,5,"559,736   ","380,232   ",67.9,"346,946   ",62.0,"33,286   ",8.8
12,Florida,2020,5,"17,482,153   ","10,138,960   ",58.0,"8,704,588   ",49.8,"1,434,372   ",14.1
13,Georgia,2020,5,"8,300,507   ","5,067,568   ",61.1,"4,575,498   ",55.1,"492,070   ",9.7
15,Hawaii,2020,5,"1,126,390   ","664,576   ",59.0,"526,353   ",46.7,"138,223   ",20.8
16,Idaho,2020,5,"1,418,557   ","897,876   ",63.3,"816,989   ",57.6,"80,887   ",9.0
17,Illinois,2020,5,"10,138,533   ","6,315,556   ",62.3,"5,388,506   ",53.1,"927,050   ",14.7
18,Indiana,2020,5,"5,298,097   ","3,307,922   ",62.4,"2,897,837   ",54.7,"410,085   ",12.4
19,Iowa,2020,5,"2,498,479   ","1,659,218   ",66.4,"1,522,041   ",60.9,"137,177   ",8.3
20,Kansas,2020,5,"2,253,234   ","1,501,689   ",66.6,"1,362,384   ",60.5,"139,305   ",9.3
21,Kentucky,2020,5,"3,529,274   ","2,063,063   ",58.5,"1,798,634   ",51.0,"264,429   ",12.8
22,Louisiana,2020,5,"3,595,315   ","2,032,169   ",56.5,"1,783,841   ",49.6,"248,328   ",12.2
23,Maine,2020,5,"1,126,398   ","670,902   ",59.6,"607,630   ",53.9,"63,272   ",9.4
24,Maryland,2020,5,"4,874,218   ","3,213,263   ",65.9,"2,929,783   ",60.1,"283,480   ",8.8
25,Massachusetts,2020,5,"5,745,766   ","3,726,748   ",64.9,"3,149,808   ",54.8,"576,940   ",15.5
26,Michigan,2020,5,"8,072,928   ","4,888,407   ",60.6,"3,953,619   ",49.0,"934,788   ",19.1
27,Minnesota,2020,5,"4,486,163   ","3,106,169   ",69.2,"2,762,590   ",61.6,"343,579   ",11.1
28,Mississippi,2020,5,"2,282,638   ","1,221,715   ",53.5,"1,085,227   ",47.5,"136,488   ",11.2
29,Missouri,2020,5,"4,837,051   ","2,880,490   ",59.6,"2,607,814   ",53.9,"272,676   ",9.5
30,Montana,2020,5,"864,264   ","543,992   ",62.9,"493,917   ",57.1,"50,075   ",9.2
31,Nebraska,2020,5,"1,504,974   ","1,048,323   ",69.7,"982,187   ",65.3,"66,136   ",6.3
32,Nevada,2020,5,"2,455,661   ","1,389,146   ",56.6,"1,046,210   ",42.6,"342,936   ",24.7
33,New Hampshire,2020,5,"1,139,461   ","760,856   ",66.8,"671,558   ",58.9,"89,298   ",11.7
34,New Jersey,2020,5,"7,402,594   ","4,590,276   ",62.0,"3,885,849   ",52.5,"704,427   ",15.3
35,New Mexico,2020,5,"1,662,507   ","913,262   ",54.9,"828,683   ",49.8,"84,579   ",9.3
36,New York,2020,5,"16,268,760   ","9,434,270   ",58.0,"7,864,597   ",48.3,"1,569,673   ",16.6
51000,New York city,2020,5,"7,110,042   ","3,937,341   ",55.4,"3,093,828   ",43.5,"843,513   ",21.4
37,North Carolina,2020,5,"8,211,526   ","4,771,625   ",58.1,"4,219,979   ",51.4,"551,646   ",11.6
38,North Dakota,2020,5,"595,240   ","408,145   ",68.6,"378,775   ",63.6,"29,370   ",7.2
39,Ohio,2020,5,"9,339,805   ","5,675,145   ",60.8,"4,951,605   ",53.0,"723,540   ",12.7
40,Oklahoma,2020,5,"3,034,818   ","1,831,742   ",60.4,"1,653,490   ",54.5,"178,252   ",9.7
41,Oregon,2020,5,"3,438,495   ","2,100,473   ",61.1,"1,852,579   ",53.9,"247,894   ",11.8
42,Pennsylvania,2020,5,"10,460,378   ","6,479,924   ",61.9,"5,642,398   ",53.9,"837,526   ",12.9
44,Rhode Island,2020,5,"896,769   ","571,680   ",63.7,"483,857   ",54.0,"87,823   ",15.4
45,South Carolina,2020,5,"4,055,327   ","2,329,579   ",57.4,"2,114,319   ",52.1,"215,260   ",9.2
46,South Dakota,2020,5,"674,654   ","463,556   ",68.7,"432,964   ",64.2,"30,592   ",6.6
47,Tennessee,2020,5,"5,462,089   ","3,267,657   ",59.8,"2,872,078   ",52.6,"395,579   ",12.1
48,Texas,2020,5,"22,133,835   ","13,868,197   ",62.7,"12,254,153   ",55.4,"1,614,044   ",11.6
49,Utah,2020,5,"2,420,495   ","1,640,390   ",67.8,"1,514,093   ",62.6,"126,297   ",7.7
50,Vermont,2020,5,"535,249   ","339,774   ",63.5,"307,409   ",57.4,"32,365   ",9.5
51,Virginia,2020,5,"6,767,132   ","4,299,215   ",63.5,"3,870,146   ",57.2,"429,069   ",10.0
53,Washington,2020,5,"6,117,093   ","3,982,220   ",65.1,"3,457,466   ",56.5,"524,754   ",13.2
54,West Virginia,2020,5,"1,445,900   ","775,679   ",53.6,"679,637   ",47.0,"96,042   ",12.4
55,Wisconsin,2020,5,"4,704,875   ","3,097,053   ",65.8,"2,772,923   ",58.9,"324,130   ",10.5
56,Wyoming,2020,5,"450,116   ","299,132   ",66.5,"273,106   ",60.7,"26,026   ",8.7
1,Alabama,2020,6,"3,965,701   ","2,276,502   ",57.4,"2,081,263   ",52.5,"195,239   ",8.6
2,Alaska,2020,6,"544,674   ","347,269   ",63.8,"307,579   ",56.5,"39,690   ",11.4
4,Arizona,2020,6,"5,652,165   ","3,445,264   ",61.0,"3,109,605   ",55.0,"335,659   ",9.7
5,Arkansas,2020,6,"2,345,151   ","1,343,602   ",57.3,"1,237,706   ",52.8,"105,896   ",7.9
6,California,2020,6,"31,228,490   ","19,050,812   ",61.0,"16,424,668   ",52.6,"2,626,144   ",13.8
37,Los Angeles County,2020,6,"8,052,405   ","4,956,578   ",61.6,"4,083,519   ",50.7,"873,059   ",17.6
8,Colorado,2020,6,"4,589,433   ","3,125,586   ",68.1,"2,776,808   ",60.5,"348,778   ",11.2
9,Connecticut,2020,6,"2,909,255   ","1,904,308   ",65.5,"1,686,345   ",58.0,"217,963   ",11.4
10,Delaware,2020,6,"795,314   ","500,905   ",63.0,"436,741   ",54.9,"64,164   ",12.8
11,District of Columbia,2020,6,"553,560   ","378,708   ",68.4,"346,291   ",62.6,"32,417   ",8.6
12,Florida,2020,6,"17,503,319   ","10,053,598   ",57.4,"8,872,185   ",50.7,"1,181,413   ",11.8
13,Georgia,2020,6,"8,308,523   ","5,003,221   ",60.2,"4,584,799   ",55.2,"418,422   ",8.4
15,Hawaii,2020,6,"1,125,447   ","663,336   ",58.9,"547,545   ",48.7,"115,791   ",17.5
16,Idaho,2020,6,"1,421,860   ","897,008   ",63.1,"829,959   ",58.4,"67,049   ",7.5
17,Illinois,2020,6,"10,134,752   ","6,288,865   ",62.1,"5,488,334   ",54.2,"800,531   ",12.7
18,Indiana,2020,6,"5,300,028   ","3,314,501   ",62.5,"2,973,961   ",56.1,"340,540   ",10.3
19,Iowa,2020,6,"2,499,118   ","1,639,140   ",65.6,"1,529,956   ",61.2,"109,184   ",6.7
20,Kansas,2020,6,"2,254,041   ","1,492,645   ",66.2,"1,381,135   ",61.3,"111,510   ",7.5
21,Kentucky,2020,6,"3,529,865   ","1,931,603   ",54.7,"1,830,109   ",51.8,"101,494   ",5.3
22,Louisiana,2020,6,"3,594,477   ","2,037,453   ",56.7,"1,813,748   ",50.5,"223,705   ",11.0
23,Maine,2020,6,"1,127,002   ","656,415   ",58.2,"613,304   ",54.4,"43,111   ",6.6
24,Maryland,2020,6,"4,873,743   ","3,195,743   ",65.6,"2,938,058   ",60.3,"257,685   ",8.1
25,Massachusetts,2020,6,"5,737,056   ","3,773,836   ",65.8,"3,230,811   ",56.3,"543,025   ",14.4
26,Michigan,2020,6,"8,072,292   ","5,015,040   ",62.1,"4,290,779   ",53.2,"724,261   ",14.4
27,Minnesota,2020,6,"4,488,145   ","3,232,180   ",72.0,"2,953,016   ",65.8,"279,164   ",8.6
28,Mississippi,2020,6,"2,282,440   ","1,223,105   ",53.6,"1,108,177   ",48.6,"114,928   ",9.4
29,Missouri,2020,6,"4,839,089   ","2,978,306   ",61.5,"2,741,260   ",56.6,"237,046   ",8.0
30,Montana,2020,6,"865,188   ","542,535   ",62.7,"501,089   ",57.9,"41,446   ",7.6
31,Nebraska,2020,6,"1,505,654   ","1,044,037   ",69.3,"989,776   ",65.7,"54,261   ",5.2
32,Nevada,2020,6,"2,459,639   ","1,497,493   ",60.9,"1,215,366   ",49.4,"282,127   ",18.8
33,New Hampshire,2020,6,"1,140,103   ","758,604   ",66.5,"685,970   ",60.2,"72,634   ",9.6
34,New Jersey,2020,6,"7,398,668   ","4,645,951   ",62.8,"3,976,612   ",53.7,"669,339   ",14.4
35,New Mexico,2020,6,"1,663,376   ","915,184   ",55.0,"832,754   ",50.1,"82,430   ",9.0
36,New York,2020,6,"16,247,396   ","9,525,690   ",58.6,"8,235,435   ",50.7,"1,290,255   ",13.5
51000,New York city,2020,6,"7,088,483   ","4,061,283   ",57.3,"3,365,560   ",47.5,"695,723   ",17.1
37,North Carolina,2020,6,"8,215,604   ","4,773,330   ",58.1,"4,310,991   ",52.5,"462,339   ",9.7
38,North Dakota,2020,6,"595,347   ","407,284   ",68.4,"381,308   ",64.0,"25,976   ",6.4
39,Ohio,2020,6,"9,341,042   ","5,679,799   ",60.8,"5,053,510   ",54.1,"626,289   ",11.0
40,Oklahoma,2020,6,"3,037,338   ","1,831,890   ",60.3,"1,681,183   ",55.4,"150,707   ",8.2
41,Oregon,2020,6,"3,441,706   ","2,101,211   ",61.1,"1,887,874   ",54.9,"213,337   ",10.2
42,Pennsylvania,2020,6,"10,459,856   ","6,480,046   ",62.0,"5,744,837   ",54.9,"735,209   ",11.3
44,Rhode Island,2020,6,"896,918   ","571,780   ",63.7,"495,567   ",55.3,"76,213   ",13.3
45,South Carolina,2020,6,"4,060,769   ","2,322,595   ",57.2,"2,140,780   ",52.7,"181,815   ",7.8
46,South Dakota,2020,6,"675,105   ","461,729   ",68.4,"437,146   ",64.8,"24,583   ",5.3
47,Tennessee,2020,6,"5,467,332   ","3,262,076   ",59.7,"2,931,348   ",53.6,"330,728   ",10.1
48,Texas,2020,6,"22,166,344   ","13,871,747   ",62.6,"12,471,138   ",56.3,"1,400,609   ",10.1
49,Utah,2020,6,"2,425,042   ","1,638,684   ",67.6,"1,533,370   ",63.2,"105,314   ",6.4
50,Vermont,2020,6,"535,293   ","335,423   ",62.7,"309,198   ",57.8,"26,225   ",7.8
51,Virginia,2020,6,"6,769,892   ","4,289,651   ",63.4,"3,909,852   ",57.8,"379,799   ",8.9
53,Washington,2020,6,"6,123,563   ","3,935,183   ",64.3,"3,489,700   ",57.0,"445,483   ",11.3
54,West Virginia,2020,6,"1,445,563   ","772,832   ",53.5,"691,613   ",47.8,"81,219   ",10.5
55,Wisconsin,2020,6,"4,706,965   ","3,086,743   ",65.6,"2,818,825   ",59.9,"267,918   ",8.7
56,Wyoming,2020,6,"450,428   ","295,094   ",65.5,"273,390   ",60.7,"21,704   ",7.4
1,Alabama,2020,7,"3,969,682   ","2,287,141   ",57.6,"2,115,495   ",53.3,"171,646   ",7.5
2,Alaska,2020,7,"544,733   ","351,053   ",64.4,"311,229   ",57.1,"39,824   ",11.3
4,Arizona,2020,7,"5,663,167   ","3,466,802   ",61.2,"3,156,864   ",55.7,"309,938   ",8.9
5,Arkansas,2020,7,"2,346,686   ","1,345,815   ",57.3,"1,247,571   ",53.2,"98,244   ",7.3
6,California,2020,7,"31,236,439   ","19,086,844   ",61.1,"16,573,188   ",53.1,"2,513,656   ",13.2
37,Los Angeles County,2020,7,"8,040,457   ","5,052,937   ",62.8,"4,153,853   ",51.7,"899,084   ",17.8
8,Colorado,2020,7,"4,594,975   ","3,008,280   ",65.5,"2,814,286   ",61.2,"193,994   ",6.4
9,Connecticut,2020,7,"2,908,327   ","1,912,511   ",65.8,"1,690,355   ",58.1,"222,156   ",11.6
10,Delaware,2020,7,"796,094   ","480,446   ",60.4,"444,327   ",55.8,"36,119   ",7.5
11,District of Columbia,2020,7,"547,426   ","379,624   ",69.3,"346,885   ",63.4,"32,739   ",8.6
12,Florida,2020,7,"17,526,116   ","10,245,328   ",58.5,"9,036,419   ",51.6,"1,208,909   ",11.8
13,Georgia,2020,7,"8,316,778   ","4,989,547   ",60.0,"4,607,520   ",55.4,"382,027   ",7.7
15,Hawaii,2020,7,"1,124,741   ","672,658   ",59.8,"567,057   ",50.4,"105,601   ",15.7
16,Idaho,2020,7,"1,425,306   ","901,438   ",63.2,"842,379   ",59.1,"59,059   ",6.6
17,Illinois,2020,7,"10,131,406   ","6,318,926   ",62.4,"5,591,846   ",55.2,"727,080   ",11.5
18,Indiana,2020,7,"5,302,487   ","3,344,019   ",63.1,"3,046,011   ",57.4,"298,008   ",8.9
19,Iowa,2020,7,"2,499,925   ","1,640,297   ",65.6,"1,543,550   ",61.7,"96,747   ",5.9
20,Kansas,2020,7,"2,255,149   ","1,498,159   ",66.4,"1,399,039   ",62.0,"99,120   ",6.6
21,Kentucky,2020,7,"3,530,873   ","1,972,535   ",55.9,"1,858,849   ",52.6,"113,686   ",5.8
22,Louisiana,2020,7,"3,594,028   ","2,058,038   ",57.3,"1,845,482   ",51.3,"212,556   ",10.3
23,Maine,2020,7,"1,127,748   ","662,143   ",58.7,"620,423   ",55.0,"41,720   ",6.3
24,Maryland,2020,7,"4,873,824   ","3,204,457   ",65.7,"2,954,800   ",60.6,"249,657   ",7.8
25,Massachusetts,2020,7,"5,728,842   ","3,785,367   ",66.1,"3,305,506   ",57.7,"479,861   ",12.7
26,Michigan,2020,7,"8,072,463   ","4,953,956   ",61.4,"4,337,346   ",53.7,"616,610   ",12.4
27,Minnesota,2020,7,"4,490,524   ","3,205,761   ",71.4,"2,956,335   ",65.8,"249,426   ",7.8
28,Mississippi,2020,7,"2,282,469   ","1,232,815   ",54.0,"1,130,134   ",49.5,"102,681   ",8.3
29,Missouri,2020,7,"4,841,118   ","3,087,321   ",63.8,"2,866,362   ",59.2,"220,959   ",7.2
30,Montana,2020,7,"866,204   ","544,609   ",62.9,"507,997   ",58.6,"36,612   ",6.7
31,Nebraska,2020,7,"1,506,450   ","1,045,498   ",69.4,"997,508   ",66.2,"47,990   ",4.6
32,Nevada,2020,7,"2,463,874   ","1,509,346   ",61.3,"1,258,476   ",51.1,"250,870   ",16.6
33,New Hampshire,2020,7,"1,140,842   ","762,018   ",66.8,"699,269   ",61.3,"62,749   ",8.2
34,New Jersey,2020,7,"7,395,388   ","4,747,442   ",64.2,"4,064,793   ",55.0,"682,649   ",14.4
35,New Mexico,2020,7,"1,664,435   ","922,253   ",55.4,"839,318   ",50.4,"82,935   ",9.0
36,New York,2020,7,"16,227,538   ","9,566,448   ",59.0,"8,371,925   ",51.6,"1,194,523   ",12.5
51000,New York city,2020,7,"7,066,911   ","4,084,589   ",57.8,"3,411,805   ",48.3,"672,784   ",16.5
37,North Carolina,2020,7,"8,220,829   ","4,813,793   ",58.6,"4,398,921   ",53.5,"414,872   ",8.6
38,North Dakota,2020,7,"595,538   ","409,237   ",68.7,"384,428   ",64.6,"24,809   ",6.1
39,Ohio,2020,7,"9,343,215   ","5,720,005   ",61.2,"5,154,558   ",55.2,"565,447   ",9.9
40,Oklahoma,2020,7,"3,039,983   ","1,843,200   ",60.6,"1,707,089   ",56.2,"136,111   ",7.4
41,Oregon,2020,7,"3,445,162   ","2,116,997   ",61.4,"1,921,869   ",55.8,"195,128   ",9.2
42,Pennsylvania,2020,7,"10,460,449   ","6,522,306   ",62.4,"5,837,934   ",55.8,"684,372   ",10.5
44,Rhode Island,2020,7,"897,057   ","575,969   ",64.2,"506,340   ",56.4,"69,629   ",12.1
45,South Carolina,2020,7,"4,065,729   ","2,334,328   ",57.4,"2,168,435   ",53.3,"165,893   ",7.1
46,South Dakota,2020,7,"675,586   ","463,523   ",68.6,"441,611   ",65.4,"21,912   ",4.7
47,Tennessee,2020,7,"5,473,186   ","3,284,367   ",60.0,"2,989,704   ",54.6,"294,663   ",9.0
48,Texas,2020,7,"22,200,517   ","13,972,720   ",62.9,"12,676,263   ",57.1,"1,296,457   ",9.3
49,Utah,2020,7,"2,429,799   ","1,647,030   ",67.8,"1,552,744   ",63.9,"94,286   ",5.7
50,Vermont,2020,7,"535,425   ","334,359   ",62.4,"311,911   ",58.3,"22,448   ",6.7
51,Virginia,2020,7,"6,773,420   ","4,316,158   ",63.7,"3,960,823   ",58.5,"355,335   ",8.2
53,Washington,2020,7,"6,130,878   ","3,926,251   ",64.0,"3,526,334   ",57.5,"399,917   ",10.2
54,West Virginia,2020,7,"1,445,342   ","775,973   ",53.7,"702,689   ",48.6,"73,284   ",9.4
55,Wisconsin,2020,7,"4,709,409   ","3,097,559   ",65.8,"2,861,968   ",60.8,"235,591   ",7.6
56,Wyoming,2020,7,"450,793   ","294,469   ",65.3,"274,275   ",60.8,"20,194   ",6.9
1,Alabama,2020,8,"3,971,806   ","2,284,261   ",57.5,"2,139,397   ",53.9,"144,864   ",6.3
2,Alaska,2020,8,"544,882   ","340,587   ",62.5,"314,551   ",57.7,"26,036   ",7.6
4,Arizona,2020,8,"5,671,868   ","3,472,159   ",61.2,"3,195,661   ",56.3,"276,498   ",8.0
5,Arkansas,2020,8,"2,348,262   ","1,340,966   ",57.1,"1,255,201   ",53.5,"85,765   ",6.4
6,California,2020,8,"31,224,398   ","18,943,393   ",60.7,"16,690,488   ",53.5,"2,252,905   ",11.9
37,Los Angeles County,2020,8,"8,031,268   ","5,063,189   ",63.0,"4,208,026   ",52.4,"855,163   ",16.9
8,Colorado,2020,8,"4,598,903   ","3,033,867   ",66.0,"2,845,904   ",61.9,"187,963   ",6.2
9,Connecticut,2020,8,"2,911,393   ","1,871,192   ",64.3,"1,692,382   ",58.1,"178,810   ",9.6
10,Delaware,2020,8,"797,282   ","486,497   ",61.0,"450,669   ",56.5,"35,828   ",7.4
11,District of Columbia,2020,8,"547,388   ","379,500   ",69.3,"347,532   ",63.5,"31,968   ",8.4
12,Florida,2020,8,"17,549,191   ","10,062,378   ",57.3,"9,169,747   ",52.3,"892,631   ",8.9
13,Georgia,2020,8,"8,323,623   ","4,961,306   ",59.6,"4,624,993   ",55.6,"336,313   ",6.8
15,Hawaii,2020,8,"1,124,860   ","670,396   ",59.6,"582,177   ",51.8,"88,219   ",13.2
16,Idaho,2020,8,"1,429,549   ","901,794   ",63.1,"852,733   ",59.7,"49,061   ",5.4
17,Illinois,2020,8,"10,127,820   ","6,288,657   ",62.1,"5,669,653   ",56.0,"619,004   ",9.8
18,Indiana,2020,8,"5,305,709   ","3,346,288   ",63.1,"3,103,740   ",58.5,"242,548   ",7.2
19,Iowa,2020,8,"2,501,238   ","1,640,607   ",65.6,"1,557,213   ",62.3,"83,394   ",5.1
20,Kansas,2020,8,"2,255,952   ","1,499,455   ",66.5,"1,413,802   ",62.7,"85,653   ",5.7
21,Kentucky,2020,8,"3,531,521   ","1,982,758   ",56.1,"1,879,633   ",53.2,"103,125   ",5.2
22,Louisiana,2020,8,"3,593,255   ","2,058,269   ",57.3,"1,870,435   ",52.1,"187,834   ",9.1
23,Maine,2020,8,"1,129,161   ","654,156   ",57.9,"626,773   ",55.5,"27,383   ",4.2
24,Maryland,2020,8,"4,875,393   ","3,194,467   ",65.5,"2,966,070   ",60.8,"228,397   ",7.1
25,Massachusetts,2020,8,"5,731,127   ","3,760,914   ",65.6,"3,363,172   ",58.7,"397,742   ",10.6
26,Michigan,2020,8,"8,072,703   ","4,879,029   ",60.4,"4,398,167   ",54.5,"480,862   ",9.9
27,Minnesota,2020,8,"4,492,188   ","3,174,473   ",70.7,"2,960,150   ",65.9,"214,323   ",6.8
28,Mississippi,2020,8,"2,282,496   ","1,238,133   ",54.2,"1,145,687   ",50.2,"92,446   ",7.5
29,Missouri,2020,8,"4,843,236   ","3,074,748   ",63.5,"2,876,654   ",59.4,"198,094   ",6.4
30,Montana,2020,8,"867,839   ","544,363   ",62.7,"513,561   ",59.2,"30,802   ",5.7
31,Nebraska,2020,8,"1,507,018   ","1,045,249   ",69.4,"1,004,069   ",66.6,"41,180   ",3.9
32,Nevada,2020,8,"2,467,053   ","1,499,486   ",60.8,"1,290,350   ",52.3,"209,136   ",13.9
33,New Hampshire,2020,8,"1,141,768   ","759,986   ",66.6,"709,384   ",62.1,"50,602   ",6.7
34,New Jersey,2020,8,"7,397,719   ","4,768,751   ",64.5,"4,135,248   ",55.9,"633,503   ",13.3
35,New Mexico,2020,8,"1,665,204   ","924,678   ",55.5,"845,017   ",50.7,"79,661   ",8.6
36,New York,2020,8,"16,215,910   ","9,506,207   ",58.6,"8,478,569   ",52.3,"1,027,638   ",10.8
51000,New York city,2020,8,"7,048,469   ","4,047,232   ",57.4,"3,448,352   ",48.9,"598,880   ",14.8
37,North Carolina,2020,8,"8,231,893   ","4,816,198   ",58.5,"4,465,810   ",54.3,"350,388   ",7.3
38,North Dakota,2020,8,"595,653   ","409,814   ",68.8,"386,978   ",65.0,"22,836   ",5.6
39,Ohio,2020,8,"9,343,217   ","5,720,031   ",61.2,"5,237,607   ",56.1,"482,424   ",8.4
40,Oklahoma,2020,8,"3,042,298   ","1,844,570   ",60.6,"1,727,209   ",56.8,"117,361   ",6.4
41,Oregon,2020,8,"3,447,454   ","2,118,354   ",61.4,"1,949,821   ",56.6,"168,533   ",8.0
42,Pennsylvania,2020,8,"10,465,544   ","6,518,262   ",62.3,"5,907,954   ",56.5,"610,308   ",9.4
44,Rhode Island,2020,8,"897,394   ","572,866   ",63.8,"514,640   ",57.3,"58,226   ",10.2
45,South Carolina,2020,8,"4,070,240   ","2,337,960   ",57.4,"2,192,526   ",53.9,"145,434   ",6.2
46,South Dakota,2020,8,"676,359   ","464,204   ",68.6,"445,206   ",65.8,"18,998   ",4.1
47,Tennessee,2020,8,"5,477,940   ","3,290,562   ",60.1,"3,038,735   ",55.5,"251,827   ",7.7
48,Texas,2020,8,"22,230,308   ","13,972,537   ",62.9,"12,843,548   ",57.8,"1,128,989   ",8.1
